text,labels,label_vector
"The Centers for Disease Control and Prevention (CDC) recommends that 11- to 12-year-olds receive two doses of HPV vaccine six to 12 months apart.
 
The first dose is routinely recommended at ages 11–12 years old. The vaccination can be started at age nine years.","['Number Doses', 'Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"The Centers for Disease Control and Prevention (CDC) recommends that 11- to 12-year-olds receive two doses of HPV vaccine six to 12 months apart.
 
Only two doses are needed if the first dose was given before the 15th birthday.","['Number Doses', 'Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"The Centers for Disease Control and Prevention (CDC) recommends that 11- to 12-year-olds receive two doses of HPV vaccine six to 12 months apart.
 
Children aged nine through 14 years who have received two doses of HPV vaccine less than five months apart will need a third dose.","['Number Doses', 'Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"The Centers for Disease Control and Prevention (CDC) recommends that 11- to 12-year-olds receive two doses of HPV vaccine six to 12 months apart.
 
Three doses are also recommended for people aged nine through 26 years who have weakened immune systems.","['Number Doses', 'Rec-Children', 'Stance-Recommend', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
"Vaccination may be recommended for persons older than age 26 years.
 
HPV vaccination in this age range provides less benefit, because more people in this age range have already been exposed to HPV",['Stance-Optional'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Who should not get HPV vaccine?
 
Tell your doctor about any severe allergies your child may have. Some people should not get some HPV vaccines. This includes individuals who:",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Who should not get HPV vaccine?
 
have ever had a life-threatening allergic reaction to any ingredient of an HPV vaccine, or to a previous dose of HPV vaccine;",['Side Effects'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Who should not get HPV vaccine?
 
have an allergy to yeast (Gardasil and Gardasil 9); and/or",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How can you get your child the HPV vaccine?
 
Help reduce the risk of your child getting cancer later. Get the HPV vaccine now. HPV vaccine may be available at doctor offices, community health clinics, school-based health centers, and health departments. If your doctor does not have the HPV vaccine, ask for a referral. You can also contact your state health department to learn more about where to get HPV vaccine in your community.","['Cancer Prevention', 'Rec-Children', 'Stance-Recommend']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
"Resources for Parents
 
American Cancer Society (ACS): Prevent 6 Cancers with the HPV Vaccine","['Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Highly Effective', 'Rec-Male Femle', 'Source Credibility']","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
"Resources for Parents
 
Information on Human Papillomavirus (HPV)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Resources for Providers
 
Human Papillomavirus Information for Clinicians",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Resources for Providers
 
CDC Advisory Committee on Immunization Practices (ACIP): ACIP Vaccine Recommendations and Guidelines",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Resources for Providers
 
To order brochures, flyers and posters for your office or clinic, go to the MDHHS Clearinghouse website and choose 'Immunizations' from the menu along the left side. HPV-related items include:",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How is HPV spread?
 
You can get HPV by having vaginal, anal, or oral sex with someone who has the virus. It is most commonly spread during vaginal or anal sex. It also spreads through close skin-to-skin touching during sex. A person with HPV can pass the infection to someone even when they have no signs or symptoms. If you are sexually active, you can get HPV, even if you have had sex with only one person. You also can develop symptoms years after having sex with someone who has the infection. This makes it hard to know when you first got it.","['Asymptomatic', 'Sexual Spread']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How can I avoid HPV and the health problems it can cause?
 
You can do several things to lower your chances of getting HPV. Get vaccinated. The HPV vaccine is safe and effective. It can protect against diseases (including cancers) caused by HPV when given in the recommended age groups. (See “Who should get vaccinated?” below.) Get screened for cervical cancer. Routine screening for women aged 21 to 65 years old can prevent cervical cancer.","['Cancer Prevention', 'Cause of Cancer', 'Stance-Recommend']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Who should get the HPV vaccine?
 
CDC recommends HPV vaccination for:","['Stance-Recommend', 'Source Credibility']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
"Who should get the HPV vaccine?
 
All preteens (including boys and girls) at age 11 or 12 years (or can start at age 9 years).","['Rec-Children', 'Rec-Male Femle']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
"Who should get the HPV vaccine?
 
Everyone through age 26 years, if not vaccinated already.",['Rec-Children'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Who should get the HPV vaccine?
 
At any age, having a new sex partner is a risk factor for getting a new HPV infection. People who are already in a long-term, mutually monogamous relationship are not likely to get a new HPV infection.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How common is HPV and health problems that develop from HPV?
 
Genital warts: Prior to HPV vaccines, genital warts caused by HPV affected roughly 340,000 to 360,000 people yearly.* About one in 100 sexually active adults in the U.S. has genital warts at any given time.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How common is HPV and health problems that develop from HPV?
 
There are other conditions and cancers caused by HPV that occur in people living in the United States. Every year, about 19,400 women and 12,100 men experience cancers caused by HPV. *These figures only look at the number of people who sought care for genital warts. This could be less than the actual number of people who get genital warts.",['Cause of Cancer'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"I’m pregnant. Will having HPV affect my pregnancy?
 
Pregnant people with HPV can get genital warts or develop abnormal cell changes on the cervix. Routine cervical cancer screening can help find abnormal cell changes. You should get routine cervical cancer screening even when you are pregnant.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is there treatment for HPV or health problems that develop from HPV?
 
There is no treatment for the virus itself. However, there are treatments for the health problems that HPV can cause:",['No Cure'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is there treatment for HPV or health problems that develop from HPV?
 
Genital warts can go away with treatment from your healthcare provider or with prescription medicine. If left untreated, genital warts may go away, stay the same, or grow in size or number.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Is there treatment for HPV or health problems that develop from HPV?
 
Cervical precancer treatment is available. Women who get routine Pap tests and follow up as needed can find problems before cancer develops. Prevention is always better than treatment. For more information visit cancer.org.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HUMAN PAPILLOMAVIRUS (HPV) DISEASE AND COLLEGE STUDENTS
 
There is no way to know which people who have HPV will develop cancer or other health problems. People with weak immune systems (including individuals with HIV/AIDS) may be less able to fight off HPV and more likely to develop health problems from it.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How is HPV infection spread?
 
You can get HPV by having oral, vaginal, or anal sex with someone who has the virus. HPV can be passed even when an infected person has no signs or symptoms. Anyone who is sexually active can get HPV, even if you have had sex with only one person. You also can develop symptoms years after you have sex with someone who is infected making it hard to know when you first became infected.","['Asymptomatic', 'Sexual Spread']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How can I avoid HPV?
 
You can do several things to lower your chances of getting HPV.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How can I avoid HPV?
 
Get vaccinated - The HPV vaccine is safe and effective. It can protect males and females against diseases (including cancers) caused by HPV when given in the recommended age groups. It is important to get all the required doses to acquire the best protection","['Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Highly Effective', 'Rec-Male Femle', 'Stance-Recommend']","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]"
"How can I avoid HPV?
 
Get screened for cervical cancer - Routine screening for women aged 21 to 65 years old can prevent cervical cancer.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How can I avoid HPV?
 
Be in a mutually monogamous relationship – or have sex only with someone who only has sex with you. People with only one lifetime sex partner can get HPV because it may not be possible to determine if a partner who has been sexually active in the past is currently infected","['Asymptomatic', 'Sexual Spread']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What about the vaccine?
 
All boys and girls should get vaccinated to protect against the types of HPV that most commonly cause health problems. The HPV vaccine is routinely given at 11 or 12 years of age, but it may be given beginning at ages 9 through 26 years. Most adolescents 9 through 14 years of age should get HPV vaccine as a two-dose series with the doses separated by 6–12 months. People who start HPV vaccination at 15 years of age and older should get the vaccine as a three-dose series with the second dose given 1–2 months after the first dose and the third dose given 6 months after the first dose. There are several exceptions to these age recommendations. Your health care provider can give you more information.","['Number Doses', 'Rec-Children', 'Rec-Male Femle', 'Stance-Recommend']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
"What about the vaccine?
 
College students who decide to be vaccinated (or their parents if they are less than 18 years of age) should contact their health care provider or the student health center to inquire about receiving the vaccine.","['Rec-Children', 'Stance-Optional']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
"What is HPV?
 
HPV is the most common sexually transmitted infection (STI) and is a group of more than 200 related viruses, each of which is given a number called a HPV type. Some HPV types can cause genital warts. Other HPV types can lead to cancers such as cervical, anal, vaginal, vulvar, penile, and oral (throat, tongue, or tonsil) cancer.","['Sexual Spread', 'Cause of Cervical Cancer', 'Cause of Cancer']","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How is HPV diagnosed?
 
In most cases, HPV goes away on its own, but when it does not, it can cause genital warts or cancer. The HPV types that can cause genital warts are not the same types that can cause cancer. Because it’s often difficult to detect HPV, your doctor may look at the genital area or perform a HPV test (or Pap Test in the vagina).","['Asymptomatic', 'Cause of Cancer']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How is HPV treated?
 
There is no cure for HPV and the warts linked to the virus.",['No Cure'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How is HPV treated?
 
Your doctor can give you medication or remove the warts surgically. You should see your doctor for a Pap Test, which detects abnormal cells in the cervix, so the correct treatment can be decided.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What are the symptoms of HPV?
 
burning discomfort; painful sex; itching; bleeding during sex, urination, or bowel movements; an unusual discharge from the vagina; pain in the pelvic region.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What are the symptoms of HPV?
 
Symptoms of oropharyngeal cancer may include a long-lasting sore throat, earaches, hoarseness, swollen lymph nodes, pain when swallowing, and unexplained weight loss.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What are the symptoms of HPV?
 
Some people have no symptoms.",['Asymptomatic'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Can HPV be prevented?
 
Abstinence (not having oral, anal, or vaginal sex) is the only 100% method of not getting the virus.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Can HPV be prevented?
 
Individuals can get a vaccine to protect them from the HPV types that most commonly cause genital warts and cancer. This vaccine is best received before ever having sex and between 9-26 years of age.","['Cancer Prevention', 'Cause of Cancer', 'Rec-Children']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
serial 1,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What does the flu cost a company? Catching the flu can lead to a great loss in productivity. In 2010, the flu accounted for:",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What does the flu cost a company? 200 million days of diminished productivity,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What does the flu cost a company? 100 million days of bed rest,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How to build Workplace Wellness through Immunization Immunizations are a proven public health intervention and can be implemented at your workplace on varying scales. The four steps of the workplace health model can guide program planning.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"How to build Workplace Wellness through Immunization What will the program address, what are the goals and how will they be met?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How to build Workplace Wellness through Immunization An example goal is to have a set percentage of employees be immunized,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How to build Workplace Wellness through Immunization Support from management/leadership helps cultivate a culture of worksite wellness and shows their interest in the employee’s health,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How to build Workplace Wellness through Immunization Do you have staff that can administer vaccines?,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Additional Resources National Action Plan to Prevent Healthcare-Associated Infections: Roadmap to Elimination,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Additional Resources Immunization Action Coalition Influenza Vaccination Honor Roll,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Additional Resources New York State Health Care Facility Immunization Toolkit,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 58,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
International Travel General Information on Travel Vaccines and Vaccine Recommendations:,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
International Travel Yellow Fever Site Request Form(This form is a fillable PDF form!),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
International Travel Yellow Fever Address Change Form(This form is a fillable PDF form!),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
International Travel Yellow Fever Vaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"International Travel NOTE:– To avoid delays in being able to order yellow fever vaccine, please notify Richard Bradley atrichard.bradley@vdh.virginia.goveach timea change (address, phone number, provider, etc) is made to your yellow fever site authorization. This would include moving from Suite A to Suite B, etc.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
International Travel Still have questions? Then emailRichard.Bradley@vdh.virginia.govor call 1-800-568-1929.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 91,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
School and Day Care Minimum Immunization Requirements Immunization Requirements for Parents of Rising 12th Graders,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
School and Day Care Minimum Immunization Requirements Virginia Code Related to Immunizations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
School and Day Care Minimum Immunization Requirements § 22.1-271.2 - Immunization Requirement,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
School and Day Care Minimum Immunization Requirements § 32.1-46 - Immunization of Children Against Certain Diseases,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
School and Day Care Minimum Immunization Requirements 12VAC5- 110 Regulations for the Immunization of School Children,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VVFA Enrollment Thank you for your interest in the VVFA program. Together we can work to protect Virginia’s adults against vaccine preventable diseases.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VVFA Enrollment Here is how to get started…,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VVFA Enrollment Temperature Monitoring and Calibration Checklist,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 132,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VIIS Do you want a copy of your immunization record?,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"VERIP Registration Registering in VERIP is fast and free! Once a site is enrolled and trained, each user will have their own personal VIIS account.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Data Exchange Data exchange is a method of transferring immunization data from an existing electronic system and into the Virginia Immunization Registry System (VIIS).,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Security VIIS has security of our clients in mind along with the Virginia Codes to allow those who may need access to gain it through the appropriate requirements.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Parents As a parent we want to make sure you have all the information you need to understand the benefits of VIIS and we can provide you the information here.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Schools Are you a school and would like to learn more about having access to VIIS? Get more information!,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Newsletters A collection of our newsletters and awards. We provide a quarterly newsletter.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
FAQs Check out our FAQs for general questions as we are always updating them to make sure you have the answers to questions others have asked.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
VIIS Resources/Training For registered organizations who might need additional training or maybe a refresher?,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Access VIIS Immunization information is accessible to authorized users only. If you are not a user or participant please reach out to our staff before using.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 175,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
